Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2013 - 15,69.1,68.5,69.8,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2013 - 15,71.3,70.7,71.9,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,,,2013 - 15,63.2,63.0,63.4,,,,,,,Similar,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2013 - 15,52.1,51.5,52.6,,,,,,,Worse,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2013 - 15,56.2,55.7,56.8,,,,,,,Worse,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2013 - 15,59.4,58.9,60.0,,,,,,,Worse,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2013 - 15,61.7,61.1,62.2,,,,,,,Worse,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2013 - 15,64.0,63.4,64.5,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2013 - 15,65.0,64.5,65.6,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth less deprived decile,2013 - 15,66.8,66.3,67.4,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third less deprived decile,2013 - 15,67.5,66.9,68.0,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2013 - 15,68.4,67.9,69.0,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2013 - 15,70.4,69.8,70.9,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,,,2013 - 15,64.2,64.0,64.4,,,,,,,Similar,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2013 - 15,52.2,51.6,52.8,,,,,,,Worse,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2013 - 15,56.0,55.4,56.6,,,,,,,Worse,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2013 - 15,59.5,58.9,60.2,,,,,,,Worse,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2013 - 15,62.7,62.1,63.3,,,,,,,Worse,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2013 - 15,64.7,64.1,65.3,,,,,,,Similar,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2013 - 15,66.7,66.1,67.3,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth less deprived decile,2013 - 15,67.1,66.5,67.7,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third less deprived decile,2013 - 15,68.5,67.9,69.1,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2013 - 15,69.1,68.5,69.8,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2013 - 15,71.3,70.7,71.9,,,,,,,Better,Not compared,20130000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,,,2014 - 16,63.3,63.1,63.5,,,,,,,Not compared,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2014 - 16,52.3,51.8,52.8,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2014 - 16,56.3,55.7,56.9,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2014 - 16,59.2,58.6,59.8,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2014 - 16,62.1,61.5,62.7,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2014 - 16,64.4,63.9,65.0,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2014 - 16,64.9,64.3,65.5,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth less deprived decile,2014 - 16,66.5,65.9,67.0,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third less deprived decile,2014 - 16,67.4,66.9,68.0,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2014 - 16,68.8,68.3,69.3,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2014 - 16,70.2,69.7,70.8,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,,,2014 - 16,64.0,63.8,64.3,,,,,,,Not compared,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2014 - 16,51.9,51.3,52.5,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2014 - 16,56.6,55.9,57.2,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2014 - 16,59.5,58.8,60.1,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2014 - 16,62.7,62.1,63.4,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2014 - 16,64.1,63.4,64.7,,,,,,,Similar,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2014 - 16,65.7,65.1,66.4,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth less deprived decile,2014 - 16,66.8,66.2,67.5,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third less deprived decile,2014 - 16,68.2,67.6,68.9,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2014 - 16,68.7,68.0,69.4,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2014 - 16,70.8,70.1,71.4,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,,,2014 - 16,63.3,63.1,63.5,,,,,,,Similar,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2014 - 16,52.3,51.8,52.8,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2014 - 16,56.3,55.7,56.9,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2014 - 16,59.2,58.6,59.8,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2014 - 16,62.1,61.5,62.7,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2014 - 16,64.4,63.9,65.0,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2014 - 16,64.9,64.3,65.5,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth less deprived decile,2014 - 16,66.5,65.9,67.0,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third less deprived decile,2014 - 16,67.4,66.9,68.0,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2014 - 16,68.8,68.3,69.3,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2014 - 16,70.2,69.7,70.8,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,,,2014 - 16,64.0,63.8,64.3,,,,,,,Similar,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2014 - 16,51.9,51.3,52.5,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2014 - 16,56.6,55.9,57.2,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2014 - 16,59.5,58.8,60.1,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2014 - 16,62.7,62.1,63.4,,,,,,,Worse,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2014 - 16,64.1,63.4,64.7,,,,,,,Similar,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2014 - 16,65.7,65.1,66.4,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth less deprived decile,2014 - 16,66.8,66.2,67.5,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third less deprived decile,2014 - 16,68.2,67.6,68.9,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2014 - 16,68.7,68.0,69.4,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2014 - 16,70.8,70.1,71.4,,,,,,,Better,Not compared,20140000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,,,2015 - 17,63.3,63.2,63.5,,,,,,,Not compared,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2015 - 17,52.1,51.6,52.7,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2015 - 17,57.0,56.4,57.5,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2015 - 17,59.1,58.5,59.7,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2015 - 17,61.9,61.3,62.4,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2015 - 17,64.0,63.5,64.6,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2015 - 17,64.7,64.1,65.3,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth less deprived decile,2015 - 17,66.5,65.9,67.1,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third less deprived decile,2015 - 17,67.7,67.1,68.2,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2015 - 17,68.9,68.4,69.4,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2015 - 17,70.3,69.7,70.8,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,,,2015 - 17,64.0,63.8,64.2,,,,,,,Not compared,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2015 - 17,52.2,51.6,52.8,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2015 - 17,56.8,56.2,57.4,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2015 - 17,59.4,58.7,60.0,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2015 - 17,62.1,61.4,62.8,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2015 - 17,64.5,63.9,65.2,,,,,,,Similar,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2015 - 17,65.7,65.0,66.3,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth less deprived decile,2015 - 17,66.9,66.2,67.5,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third less deprived decile,2015 - 17,68.0,67.4,68.7,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second least deprived decile,2015 - 17,68.7,68.0,69.3,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,,,E92000001,England,England,Female,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Least deprived decile,2015 - 17,70.5,69.9,71.2,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,,,2015 - 17,63.3,63.2,63.5,,,,,,,Similar,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Most deprived decile,2015 - 17,52.1,51.6,52.7,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Second most deprived decile,2015 - 17,57.0,56.4,57.5,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Third more deprived decile,2015 - 17,59.1,58.5,59.7,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fourth more deprived decile,2015 - 17,61.9,61.3,62.4,,,,,,,Worse,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth more deprived decile,2015 - 17,64.0,63.5,64.6,,,,,,,Better,Not compared,20150000,,,3y
90362,Healthy life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,"LSOA21 deprivation deciles within area (IMD trend)
",Fifth less deprived decile,2015 - 17,64.7,64.1,65.3,,,,,,,Better,Not compared,20150000,,,3y
